cohort,n_lesions,q_hat_autopet_i_cal,q_hat_self,csi,recalibration_recommended
autopet_i_test,647,0.0912478029164576,0.1592569978034563,1.745324190975479,True
autopet_iii,8768,0.0912478029164576,0.3247081538682656,3.558531202834044,True
hecktor,1573,0.0912478029164576,0.31947334654584064,3.501162070042784,True
